time,"[inertial_nav_node_[imu]]\omega_{ib,x}^b_rad/s","[inertial_nav_node_[imu]]\omega_{ib,y}^b_rad/s","[inertial_nav_node_[imu]]\omega_{ib,z}^b_rad/s","[inertial_nav_node_[imu]]f_{ib,x}^b_m/s^2","[inertial_nav_node_[imu]]f_{ib,y}^b_m/s^2","[inertial_nav_node_[imu]]f_{ib,z}^b_m/s^2",[inertial_nav_node_[gps]]lat_rad,[inertial_nav_node_[gps]]lon_rad,[inertial_nav_node_[gps]]alt_m,[inertial_nav_node_[gps]]num_sats_?,[inertial_nav_node_[gps]]y_1_?,[inertial_nav_node_[gps]]y_2_?,[inertial_nav_node_[gps]]y_3_?,[inertial_nav_node_[gps]]y_bar_1_?,[inertial_nav_node_[gps]]y_bar_2_?,[inertial_nav_node_[gps]]y_bar_3_?,[inertial_nav_node_[gps]]P_yy_1_?,[inertial_nav_node_[gps]]P_yy_2_?,[inertial_nav_node_[gps]]P_yy_3_?,[inertial_nav_node_[gps]]P_yy_4_?,[inertial_nav_node_[gps]]P_yy_5_?,[inertial_nav_node_[gps]]P_yy_6_?,[inertial_nav_node_[gps]]P_yy_7_?,[inertial_nav_node_[gps]]P_yy_8_?,[inertial_nav_node_[gps]]P_yy_9_?,[inertial_nav_node_[gps]]innovation_1_?,[inertial_nav_node_[gps]]innovation_2_?,[inertial_nav_node_[gps]]innovation_3_?,[inertial_nav_node_[gps]]threshold_1_?,[inertial_nav_node_[gps]]threshold_2_?,[inertial_nav_node_[gps]]threshold_3_?,[inertial_nav_node_[gps]]accepted_?,[inertial_nav_node_[gps]]has\_lock_bool,[inertial_nav_node_[mag]]mx_Gauss,[inertial_nav_node_[mag]]my_Gauss,[inertial_nav_node_[mag]]mz_Gauss,[inertial_nav_node_[x]]roll_rad,[inertial_nav_node_[x]]pitch_rad,[inertial_nav_node_[x]]yaw_rad,[inertial_nav_node_[x]]v_x_m/s,[inertial_nav_node_[x]]v_y_m/s,[inertial_nav_node_[x]]v_z_m/s,[inertial_nav_node_[x]]lat_rad,[inertial_nav_node_[x]]lon_rad,[inertial_nav_node_[x]]alt_m,[inertial_nav_node_[x]]bgx_rad/s,[inertial_nav_node_[x]]bgy_rad/s,[inertial_nav_node_[x]]bgz_rad/s,[inertial_nav_node_[x]]bax_m/s^2,[inertial_nav_node_[x]]bay_m/s^2,[inertial_nav_node_[x]]baz_m/s^2,[inertial_nav_node_[P]]cov_roll_rad^2,[inertial_nav_node_[P]]cov_pitch_rad^2,[inertial_nav_node_[P]]cov_yaw_rad^2,[inertial_nav_node_[P]]cov_v_x_(m/s)^2,[inertial_nav_node_[P]]cov_v_y_(m/s)^2,[inertial_nav_node_[P]]cov_v_z_(m/s)^2,[inertial_nav_node_[P]]cov_lat_rad^2,[inertial_nav_node_[P]]cov_lon_rad^2,[inertial_nav_node_[P]]cov_alt_m^2,[inertial_nav_node_[P]]cov_bgx_(rad/s)^2,[inertial_nav_node_[P]]cov_bgy_(rad/s)^2,[inertial_nav_node_[P]]cov_bgz_(rad/s)^2,[inertial_nav_node_[P]]cov_bax_(m/s^2)^2,[inertial_nav_node_[P]]cov_bay_(m/s^2)^2,[inertial_nav_node_[P]]cov_baz_(m/s^2)^2,[inertial_nav_node_[depth]]-1.041788751e-03_5.294138127e-02,[inertial_nav_node_[depth]]4.683619436e-02_3.817346221e-01,[inertial_nav_node_[depth]]1.000061643e+02_2.366511429e-04,[inertial_nav_node_[depth]]-4.787798311e-02_-3.287932408e-01,[inertial_nav_node_[depth]]0.000000000e+00_0.000000000e+00,[inertial_nav_node_[depth]]1_1,[inertial_nav_node_[dvl]]-4.360178984e-03_-2.998190319e-03,[inertial_nav_node_[dvl]]-3.096704039e-03_1.695921844e-02,[inertial_nav_node_[dvl]]4.529677081e-03_3.036092400e-02,[inertial_nav_node_[dvl]]-4.135820899e-05_-5.300162049e-03,[inertial_nav_node_[dvl]]-4.840362620e-01_-1.499653186e+00,[inertial_nav_node_[dvl]]-1.170965101e+00_-3.198155640e+00,[inertial_nav_node_[dvl]]1.158791457e-02_3.531977466e-04,[inertial_nav_node_[dvl]]1.088407747e-02_6.819738781e-04,[inertial_nav_node_[dvl]]1.088292512e-02_3.823290576e-04,[inertial_nav_node_[dvl]]-4.318820775e-03_2.301971730e-03,[inertial_nav_node_[dvl]]4.809395580e-01_1.516612405e+00,[inertial_nav_node_[dvl]]1.175494778e+00_3.228516564e+00,[inertial_nav_node_[dvl]]0.000000000e+00_0.000000000e+00,[inertial_nav_node_[dvl]]0.000000000e+00_0.000000000e+00,[inertial_nav_node_[dvl]]0.000000000e+00_0.000000000e+00,[inertial_nav_node_[dvl]]1_1
1681084489.9159007,8.006688343e-05,-1.021128356e-04,3.739325102e-05,-1.400474503e-03,-1.116676166e-05,-9.800976496e+00,10,6.467838518e-01,-1.406986244e+00,3.705196871e-01,0.000000000e+00,0.000000000e+00,6.467852887e-01,-1.406988368e+00,-1.501212487e+00,-4.417292211e-01,4.874861363e-01,1.568384014e-13,1.568417196e-13,1.000000099e+02,1.003146868e-02,1.003253431e-02,-1.436943382e-06,2.124321969e-06,1.871732174e+00,4.417292211e-01,-4.874861363e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35414,-0.35418,-0.00056,1.247224933e-03,-8.827768040e-03,6.572899137e-01,-5.299711053e-01,5.593762306e-01,8.239504288e-01,6.467854557e-01,-1.406988207e+00,-1.516130173e+00,3.631598672e-07,5.758344761e-08,6.968951184e-09,6.402077528e-02,-4.198021345e-01,-3.507272246e-01,3.916669216e-07,3.226013529e-07,1.646269874e-06,3.251436158e-05,3.373823306e-05,3.951523470e-06,2.857665452e-15,2.861924406e-15,1.047583954e-05,7.164998630e-14,7.165001575e-14,7.165003872e-14,1.727943780e-07,1.647076884e-07,1.277246148e-07,2.911841003e-02,6.760395874e-01,8.099694312e-05,-6.469211773e-01,0.000000000e+00,1,1.286846886e-02,-6.634339051e-03,8.091662007e-03,-5.656135803e-02,7.708091664e-01,8.144289019e-01,2.163711240e-04,2.131164045e-04,1.799031542e-04,6.942982689e-02,-7.774435054e-01,-8.063372399e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084490.0159006,6.177075140e-05,-4.322932124e-05,-4.922251902e-05,3.243544621e-04,7.454043591e-04,-9.796038372e+00,10,6.467838518e-01,-1.406986244e+00,3.705196871e-01,0.000000000e+00,0.000000000e+00,6.467852887e-01,-1.406988368e+00,-1.501212487e+00,-4.417292211e-01,4.874861363e-01,1.568384014e-13,1.568417196e-13,1.000000099e+02,1.003146868e-02,1.003253431e-02,-1.436943382e-06,2.124321969e-06,1.871732174e+00,4.417292211e-01,-4.874861363e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35355,-0.35222,0.00002,-9.971949126e-03,-9.928361839e-03,6.546935079e-01,-4.364554718e-01,4.791661624e-01,7.917886301e-01,6.467854524e-01,-1.406988217e+00,-1.490092031e+00,3.611865033e-07,5.748539015e-08,6.479956604e-09,6.407589625e-02,-4.201064533e-01,-3.479524774e-01,4.194562776e-07,3.054774033e-07,1.679499558e-06,3.040700818e-05,3.139917639e-05,3.681964262e-06,2.857686527e-15,2.861964121e-15,9.898685573e-06,7.167539637e-14,7.167542608e-14,7.167544976e-14,1.728556724e-07,1.647550326e-07,1.262202821e-07,-5.451390802e-03,6.783099311e-01,8.100497579e-05,-6.837613219e-01,0.000000000e+00,1,-2.615532495e-03,-1.494251449e-02,8.810082501e-03,-4.112291240e-02,6.875143528e-01,8.541320339e-01,2.180586455e-04,2.159529543e-04,1.801647338e-04,3.850737991e-02,-7.024568673e-01,-8.453219514e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084490.1159005,-1.267599390e-05,1.057626638e-08,-5.780598105e-05,2.173642701e-03,4.932568645e-04,-9.794977373e+00,10,6.467834399e-01,-1.406986698e+00,1.480596332e+00,0.000000000e+00,0.000000000e+00,6.467852553e-01,-1.406988334e+00,-1.512948121e+00,-3.603613103e-01,4.163580338e-01,1.567859694e-13,1.567903834e-13,1.000000098e+02,1.003133961e-02,1.003250969e-02,-1.815370744e-06,1.635910306e-06,2.993544453e+00,3.603613103e-01,-4.163580338e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35449,-0.35389,0.00085,-1.010721817e-02,-9.929491300e-03,6.546926791e-01,-4.474576745e-01,4.970804435e-01,8.157153488e-01,6.467854216e-01,-1.406988171e+00,-1.546283565e+00,3.611627882e-07,5.748141728e-08,6.478249181e-09,6.407587625e-02,-4.201062620e-01,-3.479618546e-01,4.607248144e-07,3.197208471e-07,1.693286967e-06,3.285555690e-05,3.404200367e-05,3.791842825e-06,2.805657061e-15,2.809837767e-15,1.052388354e-05,7.169156706e-14,7.169159677e-14,7.169162045e-14,1.728950288e-07,1.647943775e-07,1.262566644e-07,-5.451390802e-03,6.783099311e-01,8.100497579e-05,-6.837613219e-01,0.000000000e+00,1,-2.615532495e-03,-1.494251449e-02,8.810082501e-03,-4.112291240e-02,6.875143528e-01,8.541320339e-01,2.180586455e-04,2.159529543e-04,1.801647338e-04,3.850737991e-02,-7.024568673e-01,-8.453219514e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084490.2159004,1.025664540e-04,-2.702267254e-05,-3.006287590e-05,1.600095601e-03,-1.136700753e-04,-9.799286267e+00,10,6.467834399e-01,-1.406986698e+00,1.480596332e+00,0.000000000e+00,0.000000000e+00,6.467852553e-01,-1.406988334e+00,-1.512948121e+00,-3.603613103e-01,4.163580338e-01,1.567859694e-13,1.567903834e-13,1.000000098e+02,1.003133961e-02,1.003250969e-02,-1.815370744e-06,1.635910306e-06,2.993544453e+00,3.603613103e-01,-4.163580338e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35420,-0.35440,-0.00197,-1.010592504e-02,-9.930636038e-03,6.546932476e-01,-4.561328906e-01,5.109668783e-01,8.329486795e-01,6.467854180e-01,-1.406988166e+00,-1.587587006e+00,3.611627882e-07,5.748141728e-08,6.478249181e-09,6.407587625e-02,-4.201062620e-01,-3.479618546e-01,4.659680483e-07,3.286127170e-07,1.707416038e-06,3.483903305e-05,3.623939009e-05,3.872343281e-06,2.805690366e-15,2.809906787e-15,1.099605306e-05,7.170311756e-14,7.170314727e-14,7.170317095e-14,1.729231683e-07,1.648225171e-07,1.262848039e-07,-5.451390802e-03,6.783099311e-01,8.100497579e-05,-6.837613219e-01,0.000000000e+00,1,-2.615532495e-03,-1.494251449e-02,8.810082501e-03,-4.112291240e-02,6.875143528e-01,8.541320339e-01,2.180586455e-04,2.159529543e-04,1.801647338e-04,3.850737991e-02,-7.024568673e-01,-8.453219514e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084490.3159003,8.266948296e-05,-6.634984777e-05,-1.269010213e-04,-2.299979495e-03,-2.818441162e-03,-9.796493576e+00,10,6.467834399e-01,-1.406986698e+00,1.480596332e+00,0.000000000e+00,0.000000000e+00,6.467852553e-01,-1.406988334e+00,-1.512948121e+00,-3.603613103e-01,4.163580338e-01,1.567859694e-13,1.567903834e-13,1.000000098e+02,1.003133961e-02,1.003250969e-02,-1.815370744e-06,1.635910306e-06,2.993544453e+00,3.603613103e-01,-4.163580338e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35355,-0.35356,0.00055,-2.047405670e-02,-1.108489013e-02,6.522028717e-01,-3.572615715e-01,4.101744943e-01,7.796365431e-01,6.467854186e-01,-1.406988183e+00,-1.503691910e+00,3.593299341e-07,5.744103387e-08,5.933242180e-09,6.413598908e-02,-4.204562798e-01,-3.446764404e-01,4.420645564e-07,3.350404329e-07,1.731783402e-06,3.025885904e-05,3.129113663e-05,3.522475289e-06,2.805679413e-15,2.809873926e-15,9.832471283e-06,7.171466685e-14,7.171469678e-14,7.171472142e-14,1.729508044e-07,1.648359006e-07,1.247022355e-07,2.839260161e-02,6.647412786e-01,8.037921340e-05,-6.363486770e-01,0.000000000e+00,1,-1.957181992e-03,9.550822174e-03,-1.491588301e-02,-1.092395210e-02,5.256703042e-01,7.934405801e-01,2.154436981e-04,2.139172859e-04,1.797990225e-04,8.966770112e-03,-5.161194820e-01,-8.083564631e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084490.4159002,1.766278537e-05,-1.137061892e-05,-7.548641000e-05,1.551170492e-04,-6.829153641e-03,-9.797553203e+00,10,6.467837113e-01,-1.406985802e+00,3.815411381e-01,0.000000000e+00,0.000000000e+00,6.467852166e-01,-1.406988309e+00,-1.532502360e+00,-2.918599083e-01,3.551019373e-01,1.567358163e-13,1.567426670e-13,1.000000097e+02,1.003130226e-02,1.003274847e-02,-1.505348156e-06,2.506910461e-06,1.914043498e+00,2.918599083e-01,-3.551019373e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35317,-0.35390,0.00108,-2.059399361e-02,-1.108126130e-02,6.521946954e-01,-3.624723673e-01,4.211934226e-01,7.997534868e-01,6.467853828e-01,-1.406988149e+00,-1.551021930e+00,3.593090577e-07,5.743928698e-08,5.931116345e-09,6.413601028e-02,-4.204562876e-01,-3.446834823e-01,4.557326625e-07,3.488228305e-07,1.745492334e-06,3.237206279e-05,3.368986888e-05,3.612382148e-06,2.755505811e-15,2.759605111e-15,1.035413057e-05,7.172852744e-14,7.172855736e-14,7.172858201e-14,1.729845390e-07,1.648696260e-07,1.247335865e-07,2.839260161e-02,6.647412786e-01,8.037921340e-05,-6.363486770e-01,0.000000000e+00,1,-1.957181992e-03,9.550822174e-03,-1.491588301e-02,-1.092395210e-02,5.256703042e-01,7.934405801e-01,2.154436981e-04,2.139172859e-04,1.797990225e-04,8.966770112e-03,-5.161194820e-01,-8.083564631e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084490.5159001,7.462766439e-06,-6.695964715e-05,-1.128625382e-04,3.081058819e-03,5.082096872e-03,-9.799269457e+00,10,6.467837113e-01,-1.406985802e+00,3.815411381e-01,0.000000000e+00,0.000000000e+00,6.467852166e-01,-1.406988309e+00,-1.532502360e+00,-2.918599083e-01,3.551019373e-01,1.567358163e-13,1.567426670e-13,1.000000097e+02,1.003130226e-02,1.003274847e-02,-1.505348156e-06,2.506910461e-06,1.914043498e+00,2.918599083e-01,-3.551019373e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35368,-0.35516,0.00028,-2.059451304e-02,-1.108204114e-02,6.521942294e-01,-3.656410650e-01,4.273529598e-01,8.098779466e-01,6.467853811e-01,-1.406988147e+00,-1.575216794e+00,3.593090577e-07,5.743928698e-08,5.931116345e-09,6.413601028e-02,-4.204562876e-01,-3.446834823e-01,4.651431369e-07,3.538640673e-07,1.759308261e-06,3.355769168e-05,3.504761459e-05,3.658283053e-06,2.755531527e-15,2.759653170e-15,1.062608502e-05,7.173545774e-14,7.173548766e-14,7.173551231e-14,1.730014227e-07,1.648865097e-07,1.247504702e-07,2.839260161e-02,6.647412786e-01,8.037921340e-05,-6.363486770e-01,0.000000000e+00,1,-1.957181992e-03,9.550822174e-03,-1.491588301e-02,-1.092395210e-02,5.256703042e-01,7.934405801e-01,2.154436981e-04,2.139172859e-04,1.797990225e-04,8.966770112e-03,-5.161194820e-01,-8.083564631e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084490.6159,6.243601982e-05,-4.332667046e-05,-1.080544771e-05,1.511695585e-03,-3.047602561e-03,-9.805007257e+00,10,6.467837113e-01,-1.406985802e+00,3.815411381e-01,0.000000000e+00,0.000000000e+00,6.467852166e-01,-1.406988309e+00,-1.532502360e+00,-2.918599083e-01,3.551019373e-01,1.567358163e-13,1.567426670e-13,1.000000097e+02,1.003130226e-02,1.003274847e-02,-1.505348156e-06,2.506910461e-06,1.914043498e+00,2.918599083e-01,-3.551019373e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35423,-0.35352,0.00113,-2.851771699e-02,-1.173358423e-02,6.499800615e-01,-2.907962238e-01,3.521454694e-01,7.785251883e-01,6.467853795e-01,-1.406988157e+00,-1.532008580e+00,3.579499829e-07,5.745334599e-08,5.462061886e-09,6.418873058e-02,-4.207612751e-01,-3.416596145e-01,4.255805626e-07,3.247971945e-07,1.784750843e-06,3.054919251e-05,3.187380145e-05,3.417309527e-06,2.755539178e-15,2.759668067e-15,9.849342621e-06,7.175393743e-14,7.175396753e-14,7.175399309e-14,1.730459931e-07,1.649184524e-07,1.233362025e-07,-3.888047162e-02,6.594008900e-01,8.009328305e-05,-6.982813616e-01,0.000000000e+00,1,1.337699597e-02,3.841240999e-03,9.784591256e-03,-6.199951979e-03,4.409775023e-01,8.114107766e-01,2.137731040e-04,2.130738759e-04,1.799219488e-04,1.957694795e-02,-4.371362613e-01,-8.016261853e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084490.7159,-1.297177120e-05,-7.884934215e-05,-7.269287017e-05,-1.699486106e-03,-1.511253929e-03,-9.804977035e+00,10,6.467841540e-01,-1.406986054e+00,-1.013183593e+00,0.000000000e+00,0.000000000e+00,6.467851872e-01,-1.406988275e+00,-1.490318063e+00,-2.253208166e-01,2.913932639e-01,1.566874171e-13,1.566908962e-13,1.000000090e+02,1.002898585e-02,1.003034751e-02,-1.033137393e-06,2.220426762e-06,4.771344703e-01,2.253208166e-01,-2.913932639e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35343,-0.35289,0.00125,-2.862519425e-02,-1.172963038e-02,6.499774430e-01,-2.926736897e-01,3.585195438e-01,7.949804611e-01,6.467853509e-01,-1.406988110e+00,-1.571313437e+00,3.579324185e-07,5.745042906e-08,5.460089547e-09,6.418877766e-02,-4.207616990e-01,-3.416640854e-01,4.340042978e-07,3.295904525e-07,1.784500544e-06,3.237258544e-05,3.400544678e-05,3.490180833e-06,2.707136152e-15,2.711159006e-15,1.027825835e-05,7.176548791e-14,7.176551802e-14,7.176554358e-14,1.730741052e-07,1.649465570e-07,1.233624813e-07,-3.888047162e-02,6.594008900e-01,8.009328305e-05,-6.982813616e-01,0.000000000e+00,1,1.337699597e-02,3.841240999e-03,9.784591256e-03,-6.199951979e-03,4.409775023e-01,8.114107766e-01,2.137731040e-04,2.130738759e-04,1.799219488e-04,1.957694795e-02,-4.371362613e-01,-8.016261853e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084490.8158998,4.470536283e-05,-5.676101851e-05,-1.470738065e-04,1.656717028e-03,-2.544344081e-03,-9.796362850e+00,10,6.467841540e-01,-1.406986054e+00,-1.013183593e+00,0.000000000e+00,0.000000000e+00,6.467851872e-01,-1.406988275e+00,-1.490318063e+00,-2.253208166e-01,2.913932639e-01,1.566874171e-13,1.566908962e-13,1.000000090e+02,1.002898585e-02,1.003034751e-02,-1.033137393e-06,2.220426762e-06,4.771344703e-01,2.253208166e-01,-2.913932639e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35489,-0.35391,-0.00031,-3.456086730e-02,-1.106298355e-02,6.487205395e-01,-2.427933802e-01,2.976037557e-01,7.802883419e-01,6.467853538e-01,-1.406988118e+00,-1.562013239e+00,3.569474858e-07,5.753589632e-08,5.230947046e-09,6.419967145e-02,-4.208317053e-01,-3.407060105e-01,4.009539569e-07,3.115506839e-07,1.783286845e-06,2.765627688e-05,2.875181503e-05,3.409445483e-06,2.707106787e-15,2.711095856e-15,1.027839052e-05,7.177010703e-14,7.177013726e-14,7.177016377e-14,1.730852891e-07,1.649565039e-07,1.228862997e-07,-3.888047162e-02,6.594008900e-01,8.009328305e-05,-6.982813616e-01,0.000000000e+00,1,-7.402954697e-03,1.432949754e-03,-2.024492300e-03,1.682063955e-02,3.272967476e-01,7.551064165e-01,2.116996107e-04,2.114102573e-04,1.796073580e-04,-2.422359425e-02,-3.258637978e-01,-7.571309088e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084490.9158998,6.447247947e-05,6.111831792e-05,-6.026336288e-05,1.866708952e-03,7.425681794e-04,-9.795652228e+00,10,6.467841540e-01,-1.406986054e+00,-1.013183593e+00,0.000000000e+00,0.000000000e+00,6.467851872e-01,-1.406988275e+00,-1.490318063e+00,-2.253208166e-01,2.913932639e-01,1.566874171e-13,1.566908962e-13,1.000000090e+02,1.002898585e-02,1.003034751e-02,-1.033137393e-06,2.220426762e-06,4.771344703e-01,2.253208166e-01,-2.913932639e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35500,-0.35425,0.00046,-3.519963789e-02,-1.239107008e-02,6.475349122e-01,-2.253056788e-01,2.913757480e-01,7.569111718e-01,6.467853495e-01,-1.406988121e+00,-1.506344300e+00,3.568331588e-07,5.740689886e-08,4.962760935e-09,6.424460523e-02,-4.210946651e-01,-3.382879836e-01,4.099417423e-07,3.163554111e-07,1.797170009e-06,2.898609021e-05,3.034800212e-05,3.246726798e-06,2.707136112e-15,2.711154305e-15,9.382077676e-06,7.177934743e-14,7.177937766e-14,7.177940416e-14,1.731074690e-07,1.649676571e-07,1.219483996e-07,-5.563234846e-02,6.245439021e-01,7.938026829e-05,-6.801762506e-01,0.000000000e+00,1,-7.402954697e-03,1.432949754e-03,-2.024492300e-03,1.682063955e-02,3.272967476e-01,7.551064165e-01,2.116996107e-04,2.114102573e-04,1.796073580e-04,-2.422359425e-02,-3.258637978e-01,-7.571309088e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084491.0158997,-7.230261472e-06,-5.114680205e-05,-1.018610928e-04,6.659882024e-04,-8.531554793e-04,-9.801615876e+00,10,6.467843339e-01,-1.406986400e+00,1.388823320e+00,0.000000000e+00,0.000000000e+00,6.467851667e-01,-1.406988244e+00,-1.444942179e+00,-1.751612989e-01,2.359324235e-01,1.566405957e-13,1.566439361e-13,1.000000084e+02,1.002645021e-02,1.002764425e-02,-8.328439216e-07,1.843888707e-06,2.833765499e+00,1.751612989e-01,-2.359324235e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35389,-0.35347,0.00014,-3.528035128e-02,-1.238652261e-02,6.475345783e-01,-2.248909850e-01,2.926040659e-01,7.634166057e-01,6.467853311e-01,-1.406988082e+00,-1.521503372e+00,3.568200438e-07,5.740441871e-08,4.961333639e-09,6.424464888e-02,-4.210950444e-01,-3.382908763e-01,4.146040041e-07,3.250072834e-07,1.797014803e-06,2.962455696e-05,3.110349942e-05,3.274724915e-06,2.660374507e-15,2.664280253e-15,9.541172696e-06,7.178396762e-14,7.178399784e-14,7.178402436e-14,1.731186999e-07,1.649788803e-07,1.219581827e-07,-5.563234846e-02,6.245439021e-01,7.938026829e-05,-6.801762506e-01,0.000000000e+00,1,-7.402954697e-03,1.432949754e-03,-2.024492300e-03,1.682063955e-02,3.272967476e-01,7.551064165e-01,2.116996107e-04,2.114102573e-04,1.796073580e-04,-2.422359425e-02,-3.258637978e-01,-7.571309088e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084491.1158996,3.542606191e-05,-5.959428475e-05,-1.201638928e-05,-2.019655381e-03,2.074431986e-03,-9.799968694e+00,10,6.467843339e-01,-1.406986400e+00,1.388823320e+00,0.000000000e+00,0.000000000e+00,6.467851667e-01,-1.406988244e+00,-1.444942179e+00,-1.751612989e-01,2.359324235e-01,1.566405957e-13,1.566439361e-13,1.000000084e+02,1.002645021e-02,1.002764425e-02,-8.328439216e-07,1.843888707e-06,2.833765499e+00,1.751612989e-01,-2.359324235e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35410,-0.35478,-0.00085,-3.593224802e-02,-1.361842373e-02,6.463849370e-01,-2.080314854e-01,2.857015902e-01,7.397582495e-01,6.467853277e-01,-1.406988085e+00,-1.465639897e+00,3.567112974e-07,5.727984061e-08,4.707903635e-09,6.428512162e-02,-4.213338443e-01,-3.360556372e-01,4.197087452e-07,3.336821036e-07,1.796803376e-06,3.069992585e-05,3.241290322e-05,3.124620006e-06,2.660396736e-15,2.664320338e-15,8.716541151e-06,7.179089791e-14,7.179092814e-14,7.179095464e-14,1.731353025e-07,1.649859795e-07,1.211177965e-07,3.050025479e-02,6.005323880e-01,7.892142334e-05,-5.700321332e-01,0.000000000e+00,1,-7.402954697e-03,1.432949754e-03,-2.024492300e-03,1.682063955e-02,3.272967476e-01,7.551064165e-01,2.116996107e-04,2.114102573e-04,1.796073580e-04,-2.422359425e-02,-3.258637978e-01,-7.571309088e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084491.2158995,2.817466656e-05,-3.918485491e-05,-2.788803499e-05,-4.084896417e-03,2.343306910e-04,-9.800680511e+00,10,6.467843339e-01,-1.406986400e+00,1.388823320e+00,0.000000000e+00,0.000000000e+00,6.467851667e-01,-1.406988244e+00,-1.444942179e+00,-1.751612989e-01,2.359324235e-01,1.566405957e-13,1.566439361e-13,1.000000084e+02,1.002645021e-02,1.002764425e-02,-8.328439216e-07,1.843888707e-06,2.833765499e+00,1.751612989e-01,-2.359324235e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.35070,-0.35524,0.00141,-4.040751021e-02,-1.259942300e-02,6.454015971e-01,-1.751755614e-01,2.359512222e-01,7.294265508e-01,6.467853292e-01,-1.406988091e+00,-1.461237878e+00,3.559887136e-07,5.744505933e-08,4.523245907e-09,6.429540772e-02,-4.213941968e-01,-3.351535955e-01,3.842803053e-07,3.085825134e-07,1.796081527e-06,2.645006899e-05,2.764423257e-05,3.069708223e-06,2.660365745e-15,2.664261763e-15,8.733379910e-06,7.179551710e-14,7.179554741e-14,7.179557483e-14,1.731464829e-07,1.649961119e-07,1.207024836e-07,3.050025479e-02,6.005323880e-01,7.892142334e-05,-5.700321332e-01,0.000000000e+00,1,2.122641646e-02,9.184130130e-03,-1.594811816e-02,2.144250439e-02,2.531319220e-01,7.393382763e-01,2.093950185e-04,2.094173671e-04,1.795057361e-04,-2.160879346e-04,-2.439477918e-01,-7.552863945e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
