time,"[inertial_nav_node_[imu]]\omega_{ib,x}^b_rad/s","[inertial_nav_node_[imu]]\omega_{ib,y}^b_rad/s","[inertial_nav_node_[imu]]\omega_{ib,z}^b_rad/s","[inertial_nav_node_[imu]]f_{ib,x}^b_m/s^2","[inertial_nav_node_[imu]]f_{ib,y}^b_m/s^2","[inertial_nav_node_[imu]]f_{ib,z}^b_m/s^2",[inertial_nav_node_[gps]]lat_rad,[inertial_nav_node_[gps]]lon_rad,[inertial_nav_node_[gps]]alt_m,[inertial_nav_node_[gps]]num_sats_?,[inertial_nav_node_[gps]]y_1_?,[inertial_nav_node_[gps]]y_2_?,[inertial_nav_node_[gps]]y_3_?,[inertial_nav_node_[gps]]y_bar_1_?,[inertial_nav_node_[gps]]y_bar_2_?,[inertial_nav_node_[gps]]y_bar_3_?,[inertial_nav_node_[gps]]P_yy_1_?,[inertial_nav_node_[gps]]P_yy_2_?,[inertial_nav_node_[gps]]P_yy_3_?,[inertial_nav_node_[gps]]P_yy_4_?,[inertial_nav_node_[gps]]P_yy_5_?,[inertial_nav_node_[gps]]P_yy_6_?,[inertial_nav_node_[gps]]P_yy_7_?,[inertial_nav_node_[gps]]P_yy_8_?,[inertial_nav_node_[gps]]P_yy_9_?,[inertial_nav_node_[gps]]innovation_1_?,[inertial_nav_node_[gps]]innovation_2_?,[inertial_nav_node_[gps]]innovation_3_?,[inertial_nav_node_[gps]]threshold_1_?,[inertial_nav_node_[gps]]threshold_2_?,[inertial_nav_node_[gps]]threshold_3_?,[inertial_nav_node_[gps]]accepted_?,[inertial_nav_node_[gps]]has\_lock_bool,[inertial_nav_node_[mag]]mx_Gauss,[inertial_nav_node_[mag]]my_Gauss,[inertial_nav_node_[mag]]mz_Gauss,[inertial_nav_node_[x]]roll_rad,[inertial_nav_node_[x]]pitch_rad,[inertial_nav_node_[x]]yaw_rad,[inertial_nav_node_[x]]v_x_m/s,[inertial_nav_node_[x]]v_y_m/s,[inertial_nav_node_[x]]v_z_m/s,[inertial_nav_node_[x]]lat_rad,[inertial_nav_node_[x]]lon_rad,[inertial_nav_node_[x]]alt_m,[inertial_nav_node_[x]]bgx_rad/s,[inertial_nav_node_[x]]bgy_rad/s,[inertial_nav_node_[x]]bgz_rad/s,[inertial_nav_node_[x]]bax_m/s^2,[inertial_nav_node_[x]]bay_m/s^2,[inertial_nav_node_[x]]baz_m/s^2,[inertial_nav_node_[P]]cov_roll_rad^2,[inertial_nav_node_[P]]cov_pitch_rad^2,[inertial_nav_node_[P]]cov_yaw_rad^2,[inertial_nav_node_[P]]cov_v_x_(m/s)^2,[inertial_nav_node_[P]]cov_v_y_(m/s)^2,[inertial_nav_node_[P]]cov_v_z_(m/s)^2,[inertial_nav_node_[P]]cov_lat_rad^2,[inertial_nav_node_[P]]cov_lon_rad^2,[inertial_nav_node_[P]]cov_alt_m^2,[inertial_nav_node_[P]]cov_bgx_(rad/s)^2,[inertial_nav_node_[P]]cov_bgy_(rad/s)^2,[inertial_nav_node_[P]]cov_bgz_(rad/s)^2,[inertial_nav_node_[P]]cov_bax_(m/s^2)^2,[inertial_nav_node_[P]]cov_bay_(m/s^2)^2,[inertial_nav_node_[P]]cov_baz_(m/s^2)^2,[inertial_nav_node_[depth]]-1.041788751e-03_5.294138127e-02,[inertial_nav_node_[depth]]4.683619436e-02_3.817346221e-01,[inertial_nav_node_[depth]]1.000061643e+02_2.366511429e-04,[inertial_nav_node_[depth]]-4.787798311e-02_-3.287932408e-01,[inertial_nav_node_[depth]]0.000000000e+00_0.000000000e+00,[inertial_nav_node_[depth]]1_1,[inertial_nav_node_[dvl]]-4.360178984e-03_-2.998190319e-03,[inertial_nav_node_[dvl]]-3.096704039e-03_1.695921844e-02,[inertial_nav_node_[dvl]]4.529677081e-03_3.036092400e-02,[inertial_nav_node_[dvl]]-4.135820899e-05_-5.300162049e-03,[inertial_nav_node_[dvl]]-4.840362620e-01_-1.499653186e+00,[inertial_nav_node_[dvl]]-1.170965101e+00_-3.198155640e+00,[inertial_nav_node_[dvl]]1.158791457e-02_3.531977466e-04,[inertial_nav_node_[dvl]]1.088407747e-02_6.819738781e-04,[inertial_nav_node_[dvl]]1.088292512e-02_3.823290576e-04,[inertial_nav_node_[dvl]]-4.318820775e-03_2.301971730e-03,[inertial_nav_node_[dvl]]4.809395580e-01_1.516612405e+00,[inertial_nav_node_[dvl]]1.175494778e+00_3.228516564e+00,[inertial_nav_node_[dvl]]0.000000000e+00_0.000000000e+00,[inertial_nav_node_[dvl]]0.000000000e+00_0.000000000e+00,[inertial_nav_node_[dvl]]0.000000000e+00_0.000000000e+00,[inertial_nav_node_[dvl]]1_1
1681084510.0158815,5.204001785e-04,8.023682220e-04,-2.552036291e-03,2.761375095e+00,2.353861188e-03,-9.404643074e+00,10,6.467866544e-01,-1.406985155e+00,5.551483620e+00,1.890679727e+00,2.898208525e-01,6.467875983e-01,-1.406985858e+00,4.212523653e+00,1.942050173e+00,5.138275142e-02,1.548564537e-13,1.549157709e-13,1.000000098e+02,1.004673416e-02,1.006606246e-02,-9.438218997e-07,7.025459312e-07,1.338959967e+00,-5.137044628e-02,2.384381010e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47413,-0.07688,0.13732,-4.663753318e-02,2.727820183e-01,1.794564004e-02,1.942514499e+00,4.725090236e-02,-3.146509966e-01,6.467877453e-01,-1.406985855e+00,4.466832141e+00,3.419144734e-07,-1.075624356e-07,-6.487893695e-09,2.047689414e-02,-4.270575290e-01,-8.291467011e-02,3.773266882e-07,4.026454127e-07,5.410997656e-06,4.824555667e-05,6.702271337e-05,2.653198837e-06,8.763013830e-16,9.407655521e-16,1.028282398e-05,7.721112802e-14,7.721106091e-14,7.721490196e-14,1.689139248e-07,1.765963910e-07,3.888802126e-08,-5.278749676e+00,-5.001005813e+00,8.053754138e-05,-2.777438626e-01,0.000000000e+00,1,1.913415296e+00,1.972493226e-02,4.513912051e-03,1.967535045e+00,2.230362667e-03,2.152015782e-01,2.267856501e-04,2.264775665e-04,1.809256239e-04,-5.411974934e-02,1.749456960e-02,-2.106876662e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084510.1158814,5.463351142e-04,5.153513370e-04,-2.597699460e-03,2.760355859e+00,1.979901482e-03,-9.408524387e+00,10,6.467866544e-01,-1.406985155e+00,5.551483620e+00,1.890679727e+00,2.898208525e-01,6.467875983e-01,-1.406985858e+00,4.212523653e+00,1.942050173e+00,5.138275142e-02,1.548564537e-13,1.549157709e-13,1.000000098e+02,1.004673416e-02,1.006606246e-02,-9.438218997e-07,7.025459312e-07,1.338959967e+00,-5.137044628e-02,2.384381010e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47383,-0.07588,0.14019,-4.663031167e-02,2.732718180e-01,1.774897563e-02,1.939636388e+00,4.819175544e-02,-3.205229690e-01,6.467877881e-01,-1.406985853e+00,4.555211391e+00,3.419269991e-07,-1.071540831e-07,-6.427341554e-09,1.995650786e-02,-4.270764564e-01,-8.240817894e-02,3.651817279e-07,3.894566798e-07,5.449344189e-06,4.551771055e-05,6.486474369e-05,2.600884816e-06,8.763996337e-16,9.427670449e-16,9.939736062e-06,7.724577656e-14,7.724571020e-14,7.724955322e-14,1.687645137e-07,1.766805031e-07,3.876098302e-08,-5.362767117e+00,-5.107906109e+00,8.058143332e-05,-2.548610086e-01,0.000000000e+00,1,1.927179365e+00,2.034665637e-02,4.034411036e-02,1.969586571e+00,4.637459489e-03,2.160576724e-01,2.267672381e-04,2.263721305e-04,1.808801186e-04,-4.240720638e-02,1.570919688e-02,-1.757135620e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084510.2158813,5.739965897e-04,2.893887060e-04,-2.522645929e-03,2.761040026e+00,-1.339591063e-03,-9.405250181e+00,10,6.467870233e-01,-1.406984321e+00,3.527597173e+00,1.894059856e+00,2.892770617e-01,6.467876515e-01,-1.406985849e+00,4.312835000e+00,1.947358190e+00,5.395004310e-02,1.548517929e-13,1.549123209e-13,1.000000097e+02,1.004661379e-02,1.006646604e-02,-6.282150369e-07,1.527950346e-06,-7.852378269e-01,-5.329833391e-02,2.353270186e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47570,-0.07685,0.13737,-4.658291699e-02,2.737827837e-01,1.788012280e-02,1.939487008e+00,5.085502813e-02,-3.245790378e-01,6.467878261e-01,-1.406985846e+00,4.640025397e+00,3.419297841e-07,-1.068539336e-07,-6.361053680e-09,1.948590082e-02,-4.270931245e-01,-8.194939291e-02,3.796866767e-07,3.361097163e-07,5.446584620e-06,4.259444100e-05,6.235994205e-05,2.544001261e-06,8.715392228e-16,9.389716905e-16,9.590054425e-06,7.728042538e-14,7.728035966e-14,7.728420447e-14,1.686155851e-07,1.767646349e-07,3.863168946e-08,-5.493522166e+00,-5.205169461e+00,8.047798897e-05,-2.883527051e-01,0.000000000e+00,1,1.924120035e+00,-5.983660156e-03,-3.276294661e-03,1.974059291e+00,6.952180283e-03,2.162102343e-01,2.263214606e-04,2.265683573e-04,1.808880902e-04,-4.993925599e-02,-1.293584044e-02,-2.194865290e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084510.3158813,6.899467591e-04,3.214577055e-05,-2.595130297e-03,2.760082864e+00,1.677624936e-03,-9.406137702e+00,10,6.467872989e-01,-1.406985182e+00,6.523953919e+00,1.897311727e+00,2.887002535e-01,6.467877059e-01,-1.406985838e+00,4.418633681e+00,1.947235788e+00,4.943222524e-02,1.548473689e-13,1.549093061e-13,1.000000098e+02,1.004615054e-02,1.006688673e-02,-4.070273483e-07,6.556522538e-07,2.105320238e+00,-4.992406054e-02,2.392680283e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47450,-0.07542,0.13743,-4.653063480e-02,2.738062913e-01,1.788308250e-02,1.957089687e+00,5.226130706e-02,-3.134091347e-01,6.467878714e-01,-1.406985834e+00,4.691040058e+00,3.419338708e-07,-1.068515041e-07,-6.339814583e-09,1.948625703e-02,-4.270934564e-01,-8.194833368e-02,4.203859862e-07,3.479307049e-07,5.464246881e-06,5.199214647e-05,7.180423485e-05,2.719938238e-06,8.669236277e-16,9.356507229e-16,1.078647444e-05,7.731738697e-14,7.731732123e-14,7.732116602e-14,1.687054539e-07,1.768546757e-07,3.872154430e-08,-5.493522166e+00,-5.205169461e+00,8.047798897e-05,-2.883527051e-01,0.000000000e+00,1,1.924120035e+00,-5.983660156e-03,-3.276294661e-03,1.974059291e+00,6.952180283e-03,2.162102343e-01,2.263214606e-04,2.265683573e-04,1.808880902e-04,-4.993925599e-02,-1.293584044e-02,-2.194865290e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084510.4158812,6.555854685e-04,-3.848027482e-04,-2.575388250e-03,2.760628278e+00,2.832215438e-04,-9.409215693e+00,10,6.467872577e-01,-1.406985059e+00,4.819494636e+00,1.900433590e+00,2.881147246e-01,6.467877623e-01,-1.406985829e+00,4.516039228e+00,1.946223550e+00,5.453923422e-02,1.548423701e-13,1.549068062e-13,1.000000099e+02,1.004564203e-02,1.006731064e-02,-5.045504536e-07,7.699795079e-07,3.034554079e-01,-4.578996035e-02,2.335754904e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47344,-0.07529,0.13914,-4.686033303e-02,2.744607567e-01,1.799941514e-02,1.951414096e+00,4.765566016e-02,-3.199566477e-01,6.467879119e-01,-1.406985828e+00,4.782043776e+00,3.418177428e-07,-1.065231518e-07,-6.300114823e-09,1.895617510e-02,-4.271116007e-01,-8.142392859e-02,4.349306122e-07,3.576072974e-07,5.515167289e-06,4.825978435e-05,6.896338469e-05,2.662780506e-06,8.621571460e-16,9.319608046e-16,1.040824685e-05,7.735203604e-14,7.735197086e-14,7.735581728e-14,1.685632875e-07,1.769388338e-07,3.859550999e-08,-5.530950327e+00,-5.314405144e+00,8.071384984e-05,-2.165451827e-01,0.000000000e+00,1,1.923851893e+00,3.192887783e-02,6.580380490e-04,1.973407391e+00,2.323768707e-03,2.168154310e-01,2.256348114e-04,2.270408250e-04,1.811314346e-04,-4.955549869e-02,2.960510912e-02,-2.161573930e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084510.515881,6.972518485e-04,-5.026141336e-04,-2.569933207e-03,2.758007992e+00,-3.699199999e-04,-9.405582644e+00,10,6.467872577e-01,-1.406985059e+00,4.819494636e+00,1.900433590e+00,2.881147246e-01,6.467877623e-01,-1.406985829e+00,4.516039228e+00,1.946223550e+00,5.453923422e-02,1.548423701e-13,1.549068062e-13,1.000000099e+02,1.004564203e-02,1.006731064e-02,-5.045504536e-07,7.699795079e-07,3.034554079e-01,-4.578996035e-02,2.335754904e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47395,-0.07638,0.13754,-4.658574975e-02,2.747769115e-01,1.779061594e-02,1.942438111e+00,5.139442372e-02,-3.252583028e-01,6.467879456e-01,-1.406985825e+00,4.854006423e+00,3.418335088e-07,-1.062511644e-07,-6.252122984e-09,1.854459294e-02,-4.271255241e-01,-8.100430017e-02,4.081690835e-07,3.835368860e-07,5.575366106e-06,4.342372867e-05,6.486813318e-05,2.570566318e-06,8.621955315e-16,9.336115282e-16,9.814151859e-06,7.737975500e-14,7.737969034e-14,7.738353831e-14,1.684059372e-07,1.770061271e-07,3.845182963e-08,-5.661982544e+00,-5.416624404e+00,8.063574549e-05,-2.453581391e-01,0.000000000e+00,1,1.923978011e+00,5.917804741e-03,8.055610413e-03,1.969249128e+00,7.707525520e-03,2.278549492e-01,2.246587447e-04,2.270540703e-04,1.812807306e-04,-4.527111660e-02,-1.789720780e-03,-2.197993388e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084510.615881,7.157204601e-04,-6.785572629e-04,-2.660371084e-03,2.753685197e+00,1.467219754e-03,-9.404620447e+00,10,6.467872440e-01,-1.406985270e+00,5.284939530e+00,1.902995153e+00,2.876041326e-01,6.467878174e-01,-1.406985821e+00,4.617834279e+00,1.946299126e+00,5.297888604e-02,1.548377249e-13,1.549046480e-13,1.000000099e+02,1.004552262e-02,1.006774879e-02,-5.733347490e-07,5.512676367e-07,6.671052511e-01,-4.330397284e-02,2.346252466e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47490,-0.07507,0.13865,-4.651275245e-02,2.746907396e-01,1.777606171e-02,1.956448328e+00,5.281945409e-02,-3.153445121e-01,6.467879856e-01,-1.406985818e+00,4.898829938e+00,3.418377349e-07,-1.062491027e-07,-6.232522956e-09,1.854487675e-02,-4.271257189e-01,-8.100349701e-02,4.420724914e-07,4.104738662e-07,5.598510629e-06,5.145546537e-05,7.346405978e-05,2.723613345e-06,8.576507844e-16,9.301130248e-16,1.087510047e-05,7.741209639e-14,7.741203171e-14,7.741587965e-14,1.684845712e-07,1.770849125e-07,3.853044465e-08,-5.661982544e+00,-5.416624404e+00,8.063574549e-05,-2.453581391e-01,0.000000000e+00,1,1.923978011e+00,5.917804741e-03,8.055610413e-03,1.969249128e+00,7.707525520e-03,2.278549492e-01,2.246587447e-04,2.270540703e-04,1.812807306e-04,-4.527111660e-02,-1.789720780e-03,-2.197993388e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084510.7158809,9.130221981e-04,-7.660455599e-04,-2.526091655e-03,2.754090392e+00,2.017698409e-03,-9.409820142e+00,10,6.467872906e-01,-1.406984740e+00,6.292654749e+00,1.905755647e+00,2.870708643e-01,6.467878724e-01,-1.406985816e+00,4.723916154e+00,1.947034305e+00,4.454774890e-02,1.548331175e-13,1.549004350e-13,1.000000099e+02,1.004547509e-02,1.006799332e-02,-5.818387262e-07,1.076214359e-06,1.568738595e+00,-4.127865774e-02,2.425231154e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47515,-0.07654,0.13688,-4.652866785e-02,2.747636415e-01,1.772505230e-02,1.951426447e+00,5.128555740e-02,-3.199154940e-01,6.467880253e-01,-1.406985813e+00,4.984882294e+00,3.417425138e-07,-1.059903884e-07,-6.194739133e-09,1.808856530e-02,-4.271406551e-01,-8.054303712e-02,4.588582752e-07,4.218536600e-07,5.628777490e-06,4.826434731e-05,7.051860404e-05,2.664780911e-06,8.529800034e-16,9.265424628e-16,1.048250763e-05,7.744674584e-14,7.744668161e-14,7.745053092e-14,1.683492707e-07,1.771691036e-07,3.840639258e-08,-5.788696399e+00,-5.510523608e+00,8.070517622e-05,-2.781727914e-01,0.000000000e+00,1,1.927515693e+00,-2.376666827e-02,-3.483341445e-03,1.973514144e+00,7.662175446e-03,2.135660244e-01,2.251876963e-04,2.283075400e-04,1.811497446e-04,-4.599845083e-02,-3.142884371e-02,-2.170493659e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084510.8158808,8.088816270e-04,-7.924080541e-04,-2.485085137e-03,2.754079466e+00,1.201502980e-03,-9.409042270e+00,10,6.467872906e-01,-1.406984740e+00,6.292654749e+00,1.905755647e+00,2.870708643e-01,6.467878724e-01,-1.406985816e+00,4.723916154e+00,1.947034305e+00,4.454774890e-02,1.548331175e-13,1.549004350e-13,1.000000099e+02,1.004547509e-02,1.006799332e-02,-5.818387262e-07,1.076214359e-06,1.568738595e+00,-4.127865774e-02,2.425231154e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47495,-0.07524,0.13809,-4.693824474e-02,2.745527696e-01,1.702711314e-02,1.946387809e+00,4.156842601e-02,-3.263082137e-01,6.467880652e-01,-1.406985812e+00,5.071310394e+00,3.415388882e-07,-1.057321150e-07,-6.203362415e-09,1.759376165e-02,-4.271562522e-01,-8.004423481e-02,4.300955464e-07,4.040119305e-07,5.642655548e-06,4.488562004e-05,6.736244951e-05,2.598566765e-06,8.530554769e-16,9.285709667e-16,1.004279493e-05,7.747908528e-14,7.747902150e-14,7.748287215e-14,1.682158940e-07,1.772476848e-07,3.828118712e-08,-5.897288781e+00,-5.620047173e+00,8.075476840e-05,-2.772416082e-01,0.000000000e+00,1,1.932464162e+00,2.633247210e-02,1.478638860e-02,1.975090663e+00,-3.364243133e-04,2.109966786e-01,2.252552815e-04,2.287830662e-04,1.810189100e-04,-4.262650029e-02,2.666889642e-02,-1.962102900e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084510.9158807,9.020223256e-04,-7.594086686e-04,-2.249551115e-03,2.747619436e+00,4.079174415e-03,-9.403239041e+00,10,6.467874216e-01,-1.406985226e+00,6.265566040e+00,1.908667017e+00,2.866189655e-01,6.467879280e-01,-1.406985805e+00,4.829878896e+00,1.949219840e+00,4.982875018e-02,1.548286329e-13,1.549022612e-13,1.000000099e+02,1.004555455e-02,1.006820113e-02,-5.063208308e-07,5.790508009e-07,1.435687144e+00,-4.055282244e-02,2.367902153e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47666,-0.07417,0.13837,-4.648025333e-02,2.744427002e-01,1.721837432e-02,1.943430331e+00,4.700724121e-02,-3.317798800e-01,6.467881052e-01,-1.406985802e+00,5.160584277e+00,3.414963133e-07,-1.055325552e-07,-6.144335743e-09,1.710799515e-02,-4.271718779e-01,-7.955403673e-02,4.370337638e-07,3.800363524e-07,5.680504663e-06,4.215325511e-05,6.450827252e-05,2.541241909e-06,8.484478112e-16,9.251015085e-16,9.682475280e-06,7.751373493e-14,7.751367155e-14,7.751752343e-14,1.680897502e-07,1.773318931e-07,3.816106979e-08,0.000000000e+00,-5.723037529e+00,8.070755002e-05,5.723037529e+00,0.000000000e+00,1,1.954910004e+00,-4.058764011e-03,2.691388062e-02,1.894821313e+00,-1.162758396e-02,5.129973237e-01,2.269445853e-04,2.314462037e-04,1.814065431e-04,6.008869095e-02,7.568819952e-03,-4.860834431e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084511.0158806,8.364507439e-04,-7.472053880e-04,-2.253041283e-03,2.752342240e+00,6.304977929e-03,-9.405042011e+00,10,6.467870641e-01,-1.406985039e+00,7.809769253e+00,1.911716260e+00,2.862729013e-01,6.467879848e-01,-1.406985810e+00,4.120837100e+00,1.946229380e+00,3.867019413e-02,1.548242613e-13,1.548976289e-13,1.000000099e+02,1.004533428e-02,1.006763342e-02,-9.206853007e-07,7.708342915e-07,3.688932153e+00,-3.451312041e-02,2.476027072e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47391,-0.07616,0.13707,-4.637671775e-02,2.743327707e-01,1.722227111e-02,1.958510959e+00,4.858381540e-02,-3.213539054e-01,6.467881483e-01,-1.406985796e+00,5.209538517e+00,3.414993184e-07,-1.055310070e-07,-6.124241890e-09,1.710831362e-02,-4.271720386e-01,-7.955332503e-02,4.660847533e-07,4.483131044e-07,5.751661086e-06,5.093528581e-05,7.381189238e-05,2.704640007e-06,8.440838259e-16,9.219532430e-16,1.080447485e-05,7.754838642e-14,7.754832302e-14,7.755217487e-14,1.681740215e-07,1.774163067e-07,3.824532176e-08,0.000000000e+00,-5.723037529e+00,8.070755002e-05,5.723037529e+00,0.000000000e+00,1,1.954910004e+00,-4.058764011e-03,2.691388062e-02,1.894821313e+00,-1.162758396e-02,5.129973237e-01,2.269445853e-04,2.314462037e-04,1.814065431e-04,6.008869095e-02,7.568819952e-03,-4.860834431e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084511.1158805,8.822848050e-04,-3.784095808e-03,-1.964182743e-03,2.757868866e+00,-7.541835443e-04,-9.423658831e+00,10,6.467877278e-01,-1.406984584e+00,6.048563403e+00,1.916591140e+00,2.868334799e-01,6.467880388e-01,-1.406985814e+00,3.466592096e+00,1.917669668e+00,2.819092490e-02,1.548198463e-13,1.548924903e-13,1.000000100e+02,1.004488200e-02,1.006620086e-02,-3.109701947e-07,1.230638764e-06,2.581971307e+00,-1.078527983e-03,2.586425550e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47612,-0.07509,0.13760,-4.766966311e-02,2.908550955e-01,1.482018611e-02,1.946592428e+00,3.795897182e-02,-5.243182898e-02,6.467881777e-01,-1.406985802e+00,4.492324429e+00,3.432219627e-07,-1.064479303e-07,-6.315208893e-09,2.579067591e-02,-4.269168628e-01,-8.738396068e-02,4.288426256e-07,4.064147950e-07,5.812113469e-06,4.569529871e-05,6.776898632e-05,2.610683605e-06,8.395041437e-16,9.180639500e-16,1.019466770e-05,7.757610578e-14,7.757604277e-14,7.757989587e-14,1.680361369e-07,1.774835633e-07,3.811260350e-08,0.000000000e+00,-4.985390491e+00,8.068390227e-05,4.985390491e+00,0.000000000e+00,1,1.939963555e+00,4.814477711e-03,8.576955494e-03,1.798126895e+00,-3.174917812e-02,7.585282278e-01,2.281173413e-04,2.329586242e-04,1.816387964e-04,1.418366603e-01,3.656365584e-02,-7.499512723e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084511.2158804,8.877139965e-04,-9.809805008e-03,-1.268549813e-03,2.747824917e+00,-6.185827861e-04,-9.408109653e+00,10,6.467877278e-01,-1.406984584e+00,6.048563403e+00,1.916591140e+00,2.868334799e-01,6.467880388e-01,-1.406985814e+00,3.466592096e+00,1.917669668e+00,2.819092490e-02,1.548198463e-13,1.548924903e-13,1.000000100e+02,1.004488200e-02,1.006620086e-02,-3.109701947e-07,1.230638764e-06,2.581971307e+00,-1.078527983e-03,2.586425550e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47464,-0.07407,0.13771,-4.828170726e-02,3.023292589e-01,1.261537886e-02,1.932921960e+00,2.908208077e-02,1.797543223e-01,6.467882150e-01,-1.406985811e+00,3.861879351e+00,3.448452269e-07,-1.070115846e-07,-6.446342068e-09,3.321781929e-02,-4.266995555e-01,-9.403013438e-02,4.188268959e-07,4.067179864e-07,5.843142124e-06,4.144720353e-05,6.299608968e-05,2.526743153e-06,8.395633385e-16,9.200068365e-16,9.686981062e-06,7.760613527e-14,7.760607267e-14,7.760992703e-14,1.679059642e-07,1.775562973e-07,3.798720717e-08,0.000000000e+00,-4.308584854e+00,8.072283192e-05,4.308584854e+00,0.000000000e+00,1,1.956089771e+00,5.601936108e-03,-2.073936513e-02,1.682022096e+00,-4.528050908e-02,9.634458829e-01,2.282885783e-04,2.328602400e-04,1.820093020e-04,2.740676746e-01,5.088244519e-02,-9.841852480e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
1681084511.3158803,8.195493344e-04,-1.491866849e-02,-2.603393534e-04,2.732198169e+00,3.449360639e-03,-9.403118286e+00,10,6.467879715e-01,-1.406985192e+00,5.675543025e+00,1.921345500e+00,2.880898037e-01,6.467880934e-01,-1.406985814e+00,2.865110287e+00,1.875347547e+00,1.822750159e-02,1.548153313e-13,1.548898581e-13,1.000000099e+02,1.004395250e-02,1.006381521e-02,-1.219129543e-07,6.217867081e-07,2.810432739e+00,4.599795264e-02,2.698623021e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1,0.47533,-0.07653,0.13590,-4.809781567e-02,3.004576306e-01,1.302080433e-02,1.905789744e+00,2.773496460e-02,1.932122500e-01,6.467882585e-01,-1.406985802e+00,3.833859216e+00,3.448458036e-07,-1.070124827e-07,-6.422509833e-09,3.321845234e-02,-4.266998802e-01,-9.402936535e-02,4.608279416e-07,4.908897998e-07,5.885876881e-06,5.017289394e-05,7.112618039e-05,2.678083135e-06,8.352800013e-16,9.168899943e-16,1.080141448e-05,7.764078677e-14,7.764072415e-14,7.764457847e-14,1.679902582e-07,1.776407092e-07,3.807146492e-08,0.000000000e+00,-4.308584854e+00,8.072283192e-05,4.308584854e+00,0.000000000e+00,1,1.956089771e+00,5.601936108e-03,-2.073936513e-02,1.682022096e+00,-4.528050908e-02,9.634458829e-01,2.282885783e-04,2.328602400e-04,1.820093020e-04,2.740676746e-01,5.088244519e-02,-9.841852480e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,1
